VehicleType,Brand,Year,Mileage,Complaint,DamageLevel,ServiceType,Price,FirstAidSolution
Motorcycle,Kawasaki,2005,64517,Oli bocor,Medium,Oil Change,438996,"1. Matikan mesin
2. Periksa bagian bawah kendaraan
3. Segera bawa ke bengkel"
Car,Mitsubishi,2014,61394,Baterai soak,Medium,Battery Replacement,583932,"1. Gunakan jumper kabel
2. Nyalakan kendaraan
3. Isi ulang atau ganti baterai"
Car,Suzuki,2009,192736,Service rutin,Low,General Checkup,283079,"1. Catat keluhan
2. Buat janji servis
3. Datang ke bengkel resmi"
Car,Suzuki,2022,175066,Ban bocor,Low,Tire Service,182411,"1. Pinggirkan kendaraan
2. Gunakan ban serep
3. Bawa ke tukang tambal ban"
Motorcycle,Suzuki,2013,120559,Rem bunyi,Low,Brake Service,224688,"1. Kurangi kecepatan
2. Hindari pengereman mendadak
3. Periksa kampas rem"
Car,Suzuki,2012,15953,AC tidak dingin,Low,AC Repair,277335,"1. Matikan AC
2. Cek freon
3. Bawa ke bengkel AC terdekat"
Car,Nissan,2020,8584,Oli bocor,Low,Oil Change,166659,"1. Matikan mesin
2. Periksa bagian bawah kendaraan
3. Segera bawa ke bengkel"
Car,Toyota,2010,166353,AC tidak dingin,Low,AC Repair,124432,"1. Matikan AC
2. Cek freon
3. Bawa ke bengkel AC terdekat"
Car,Mitsubishi,2008,162171,Stir berat,Low,Power Steering Repair,157368,"1. Periksa oli power steering
2. Hindari manuver tajam
3. Segera periksa ke bengkel"
Car,Toyota,2017,133250,Gigi transmisi macet,Low,Transmission Repair,201424,"1. Matikan mesin
2. Coba ganti gigi secara manual
3. Bawa ke bengkel transmisi"
Motorcycle,Yamaha,2013,161934,Kopling slip,High,Transmission Repair,909391,"1. Hindari perpindahan gigi mendadak
2. Kurangi beban kendaraan
3. Bawa ke bengkel"
Car,Toyota,2018,97274,Starter tidak berfungsi,Low,Electrical Repair,110096,"1. Periksa aki
2. Coba nyalakan ulang
3. Panggil teknisi"
Car,Honda,2009,39414,AC tidak dingin,Medium,AC Repair,384074,"1. Matikan AC
2. Cek freon
3. Bawa ke bengkel AC terdekat"
Motorcycle,Honda,2011,148012,Baterai soak,Medium,Battery Replacement,591005,"1. Gunakan jumper kabel
2. Nyalakan kendaraan
3. Isi ulang atau ganti baterai"
Car,Nissan,2007,132020,Service rutin,Low,General Checkup,179467,"1. Catat keluhan
2. Buat janji servis
3. Datang ke bengkel resmi"
Motorcycle,Kawasaki,2009,200000,Starter tidak berfungsi,Low,Electrical Repair,105390,"1. Periksa aki
2. Coba nyalakan ulang
3. Panggil teknisi"
Car,Nissan,2011,110884,Rem bunyi,Low,Brake Service,198615,"1. Kurangi kecepatan
2. Hindari pengereman mendadak
3. Periksa kampas rem"
Motorcycle,Honda,2011,91311,Gigi transmisi macet,Medium,Transmission Repair,332756,"1. Matikan mesin
2. Coba ganti gigi secara manual
3. Bawa ke bengkel transmisi"
Motorcycle,Honda,2015,62046,Service rutin,High,General Checkup,661669,"1. Catat keluhan
2. Buat janji servis
3. Datang ke bengkel resmi"
Motorcycle,Suzuki,2013,44614,AC tidak dingin,High,AC Repair,992596,"1. Matikan AC
2. Cek freon
3. Bawa ke bengkel AC terdekat"
Motorcycle,Suzuki,2018,80690,Lampu mati,High,Electrical Repair,607841,"1. Periksa saklar lampu
2. Ganti bohlam jika perlu
3. Bawa ke bengkel listrik"
Car,Toyota,2013,115042,Stir berat,Low,Power Steering Repair,147474,"1. Periksa oli power steering
2. Hindari manuver tajam
3. Segera periksa ke bengkel"
Motorcycle,Yamaha,2012,188253,Starter tidak berfungsi,Medium,Electrical Repair,458227,"1. Periksa aki
2. Coba nyalakan ulang
3. Panggil teknisi"
Motorcycle,Suzuki,2007,125720,Rem bunyi,Low,Brake Service,134132,"1. Kurangi kecepatan
2. Hindari pengereman mendadak
3. Periksa kampas rem"
Motorcycle,Yamaha,2018,65798,Baterai soak,High,Battery Replacement,969857,"1. Gunakan jumper kabel
2. Nyalakan kendaraan
3. Isi ulang atau ganti baterai"
Car,Toyota,2018,31670,Lampu mati,High,Electrical Repair,954972,"1. Periksa saklar lampu
2. Ganti bohlam jika perlu
3. Bawa ke bengkel listrik"
Car,Daihatsu,2017,85059,Lampu mati,Low,Electrical Repair,114748,"1. Periksa saklar lampu
2. Ganti bohlam jika perlu
3. Bawa ke bengkel listrik"
Car,Suzuki,2006,33266,Service rutin,Low,General Checkup,251126,"1. Catat keluhan
2. Buat janji servis
3. Datang ke bengkel resmi"
Motorcycle,Suzuki,2009,97271,Mesin overheat,Medium,Engine Repair,397410,"1. Matikan mesin
2. Tunggu mesin dingin
3. Periksa air radiator"
Car,Toyota,2019,28434,Kopling slip,Medium,Transmission Repair,442292,"1. Hindari perpindahan gigi mendadak
2. Kurangi beban kendaraan
3. Bawa ke bengkel"
Car,Nissan,2012,135306,Suspensi keras,High,Suspension Repair,955982,"1. Hindari jalan rusak
2. Kurangi kecepatan
3. Periksa shockbreaker"
Motorcycle,Suzuki,2011,193995,Baterai soak,High,Battery Replacement,602414,"1. Gunakan jumper kabel
2. Nyalakan kendaraan
3. Isi ulang atau ganti baterai"
Motorcycle,Honda,2012,38398,Gigi transmisi macet,Low,Transmission Repair,104497,"1. Matikan mesin
2. Coba ganti gigi secara manual
3. Bawa ke bengkel transmisi"
Car,Nissan,2017,49734,Kopling slip,High,Transmission Repair,833233,"1. Hindari perpindahan gigi mendadak
2. Kurangi beban kendaraan
3. Bawa ke bengkel"
Motorcycle,Kawasaki,2010,118441,Kopling slip,Low,Transmission Repair,218440,"1. Hindari perpindahan gigi mendadak
2. Kurangi beban kendaraan
3. Bawa ke bengkel"
Car,Suzuki,2008,153939,Mesin overheat,Medium,Engine Repair,390938,"1. Matikan mesin
2. Tunggu mesin dingin
3. Periksa air radiator"
Motorcycle,Yamaha,2007,87485,Baterai soak,Medium,Battery Replacement,502686,"1. Gunakan jumper kabel
2. Nyalakan kendaraan
3. Isi ulang atau ganti baterai"
Car,Nissan,2007,181290,Mesin overheat,Medium,Engine Repair,491978,"1. Matikan mesin
2. Tunggu mesin dingin
3. Periksa air radiator"
Car,Honda,2010,149958,AC tidak dingin,Medium,AC Repair,528029,"1. Matikan AC
2. Cek freon
3. Bawa ke bengkel AC terdekat"
Motorcycle,Kawasaki,2022,193731,Kopling slip,Medium,Transmission Repair,389753,"1. Hindari perpindahan gigi mendadak
2. Kurangi beban kendaraan
3. Bawa ke bengkel"
Car,Nissan,2012,16403,Service rutin,Low,General Checkup,218566,"1. Catat keluhan
2. Buat janji servis
3. Datang ke bengkel resmi"
Motorcycle,Honda,2018,128414,AC tidak dingin,Medium,AC Repair,319384,"1. Matikan AC
2. Cek freon
3. Bawa ke bengkel AC terdekat"
Car,Toyota,2021,135932,Radiator bocor,Low,Cooling System Repair,102696,"1. Matikan mesin
2. Tambahkan air sementara
3. Tutup radiator dan bawa ke bengkel"
Car,Daihatsu,2013,177375,Kopling slip,High,Transmission Repair,837465,"1. Hindari perpindahan gigi mendadak
2. Kurangi beban kendaraan
3. Bawa ke bengkel"
Motorcycle,Honda,2006,106603,Suspensi keras,High,Suspension Repair,959833,"1. Hindari jalan rusak
2. Kurangi kecepatan
3. Periksa shockbreaker"
Motorcycle,Honda,2019,85938,Radiator bocor,Low,Cooling System Repair,189077,"1. Matikan mesin
2. Tambahkan air sementara
3. Tutup radiator dan bawa ke bengkel"
Motorcycle,Suzuki,2023,168298,Mesin overheat,Medium,Engine Repair,402110,"1. Matikan mesin
2. Tunggu mesin dingin
3. Periksa air radiator"
Motorcycle,Honda,2019,106493,Radiator bocor,High,Cooling System Repair,779699,"1. Matikan mesin
2. Tambahkan air sementara
3. Tutup radiator dan bawa ke bengkel"
Motorcycle,Honda,2013,139550,Starter tidak berfungsi,High,Electrical Repair,938116,"1. Periksa aki
2. Coba nyalakan ulang
3. Panggil teknisi"
Car,Suzuki,2021,23194,Oli bocor,Medium,Oil Change,588738,"1. Matikan mesin
2. Periksa bagian bawah kendaraan
3. Segera bawa ke bengkel"
Car,Honda,2022,168745,AC tidak dingin,Medium,AC Repair,396345,"1. Matikan AC
2. Cek freon
3. Bawa ke bengkel AC terdekat"
Car,Nissan,2020,187284,Ban bocor,Medium,Tire Service,565016,"1. Pinggirkan kendaraan
2. Gunakan ban serep
3. Bawa ke tukang tambal ban"
Motorcycle,Kawasaki,2006,29267,Gigi transmisi macet,Low,Transmission Repair,239331,"1. Matikan mesin
2. Coba ganti gigi secara manual
3. Bawa ke bengkel transmisi"
Motorcycle,Kawasaki,2014,114501,Starter tidak berfungsi,Low,Electrical Repair,165907,"1. Periksa aki
2. Coba nyalakan ulang
3. Panggil teknisi"
Car,Mitsubishi,2022,23931,Baterai soak,Low,Battery Replacement,263060,"1. Gunakan jumper kabel
2. Nyalakan kendaraan
3. Isi ulang atau ganti baterai"
Motorcycle,Honda,2017,53002,Rem bunyi,Medium,Brake Service,511930,"1. Kurangi kecepatan
2. Hindari pengereman mendadak
3. Periksa kampas rem"
Motorcycle,Suzuki,2022,15074,Stir berat,Medium,Power Steering Repair,413096,"1. Periksa oli power steering
2. Hindari manuver tajam
3. Segera periksa ke bengkel"
Car,Toyota,2013,185530,Kopling slip,Medium,Transmission Repair,576701,"1. Hindari perpindahan gigi mendadak
2. Kurangi beban kendaraan
3. Bawa ke bengkel"
Motorcycle,Honda,2017,172112,Suspensi keras,Low,Suspension Repair,208545,"1. Hindari jalan rusak
2. Kurangi kecepatan
3. Periksa shockbreaker"
Motorcycle,Honda,2023,119716,Oli bocor,Low,Oil Change,220381,"1. Matikan mesin
2. Periksa bagian bawah kendaraan
3. Segera bawa ke bengkel"
Motorcycle,Yamaha,2017,67473,Ban bocor,Low,Tire Service,146949,"1. Pinggirkan kendaraan
2. Gunakan ban serep
3. Bawa ke tukang tambal ban"
Motorcycle,Yamaha,2006,32910,Gigi transmisi macet,Medium,Transmission Repair,517486,"1. Matikan mesin
2. Coba ganti gigi secara manual
3. Bawa ke bengkel transmisi"
Car,Nissan,2019,41417,Rem bunyi,Medium,Brake Service,481131,"1. Kurangi kecepatan
2. Hindari pengereman mendadak
3. Periksa kampas rem"
Car,Nissan,2007,171812,Service rutin,Medium,General Checkup,502604,"1. Catat keluhan
2. Buat janji servis
3. Datang ke bengkel resmi"
Motorcycle,Honda,2019,101547,Rem bunyi,Medium,Brake Service,359697,"1. Kurangi kecepatan
2. Hindari pengereman mendadak
3. Periksa kampas rem"
Car,Daihatsu,2005,19343,Gigi transmisi macet,Medium,Transmission Repair,522761,"1. Matikan mesin
2. Coba ganti gigi secara manual
3. Bawa ke bengkel transmisi"
Motorcycle,Honda,2015,158903,Radiator bocor,Medium,Cooling System Repair,329967,"1. Matikan mesin
2. Tambahkan air sementara
3. Tutup radiator dan bawa ke bengkel"
Motorcycle,Kawasaki,2015,7431,Gigi transmisi macet,Medium,Transmission Repair,399610,"1. Matikan mesin
2. Coba ganti gigi secara manual
3. Bawa ke bengkel transmisi"
Car,Mitsubishi,2008,173394,Kopling slip,Low,Transmission Repair,162676,"1. Hindari perpindahan gigi mendadak
2. Kurangi beban kendaraan
3. Bawa ke bengkel"
Motorcycle,Suzuki,2015,147544,Baterai soak,High,Battery Replacement,607424,"1. Gunakan jumper kabel
2. Nyalakan kendaraan
3. Isi ulang atau ganti baterai"
Car,Toyota,2019,113553,Radiator bocor,High,Cooling System Repair,709261,"1. Matikan mesin
2. Tambahkan air sementara
3. Tutup radiator dan bawa ke bengkel"
Car,Suzuki,2014,63466,Suspensi keras,Low,Suspension Repair,145818,"1. Hindari jalan rusak
2. Kurangi kecepatan
3. Periksa shockbreaker"
Motorcycle,Honda,2014,128299,Mesin overheat,Low,Engine Repair,219821,"1. Matikan mesin
2. Tunggu mesin dingin
3. Periksa air radiator"
Motorcycle,Honda,2014,28095,Oli bocor,High,Oil Change,878744,"1. Matikan mesin
2. Periksa bagian bawah kendaraan
3. Segera bawa ke bengkel"
Car,Nissan,2020,180540,Lampu mati,Low,Electrical Repair,177564,"1. Periksa saklar lampu
2. Ganti bohlam jika perlu
3. Bawa ke bengkel listrik"
Car,Mitsubishi,2023,98950,Baterai soak,Medium,Battery Replacement,417051,"1. Gunakan jumper kabel
2. Nyalakan kendaraan
3. Isi ulang atau ganti baterai"
Car,Daihatsu,2013,81933,Gigi transmisi macet,Medium,Transmission Repair,595196,"1. Matikan mesin
2. Coba ganti gigi secara manual
3. Bawa ke bengkel transmisi"
Motorcycle,Yamaha,2023,195725,Oli bocor,High,Oil Change,675670,"1. Matikan mesin
2. Periksa bagian bawah kendaraan
3. Segera bawa ke bengkel"
Motorcycle,Kawasaki,2021,107135,Stir berat,Low,Power Steering Repair,207127,"1. Periksa oli power steering
2. Hindari manuver tajam
3. Segera periksa ke bengkel"
Car,Daihatsu,2010,57489,Starter tidak berfungsi,Medium,Electrical Repair,315109,"1. Periksa aki
2. Coba nyalakan ulang
3. Panggil teknisi"
Car,Mitsubishi,2007,145477,Starter tidak berfungsi,Low,Electrical Repair,107404,"1. Periksa aki
2. Coba nyalakan ulang
3. Panggil teknisi"
Car,Mitsubishi,2011,175295,Suspensi keras,Low,Suspension Repair,222437,"1. Hindari jalan rusak
2. Kurangi kecepatan
3. Periksa shockbreaker"
Motorcycle,Suzuki,2022,43314,Mesin overheat,Medium,Engine Repair,444619,"1. Matikan mesin
2. Tunggu mesin dingin
3. Periksa air radiator"
Motorcycle,Suzuki,2008,144263,Lampu mati,High,Electrical Repair,800726,"1. Periksa saklar lampu
2. Ganti bohlam jika perlu
3. Bawa ke bengkel listrik"
Motorcycle,Kawasaki,2014,110795,Lampu mati,Low,Electrical Repair,183438,"1. Periksa saklar lampu
2. Ganti bohlam jika perlu
3. Bawa ke bengkel listrik"
Car,Suzuki,2019,110836,Ban bocor,Medium,Tire Service,326330,"1. Pinggirkan kendaraan
2. Gunakan ban serep
3. Bawa ke tukang tambal ban"
Motorcycle,Yamaha,2009,169831,Starter tidak berfungsi,High,Electrical Repair,674672,"1. Periksa aki
2. Coba nyalakan ulang
3. Panggil teknisi"
Car,Honda,2016,110279,Ban bocor,High,Tire Service,899792,"1. Pinggirkan kendaraan
2. Gunakan ban serep
3. Bawa ke tukang tambal ban"
Motorcycle,Honda,2008,106847,Radiator bocor,Medium,Cooling System Repair,498277,"1. Matikan mesin
2. Tambahkan air sementara
3. Tutup radiator dan bawa ke bengkel"
Car,Nissan,2014,174795,Mesin overheat,High,Engine Repair,837631,"1. Matikan mesin
2. Tunggu mesin dingin
3. Periksa air radiator"
Motorcycle,Yamaha,2006,19096,Radiator bocor,Low,Cooling System Repair,106683,"1. Matikan mesin
2. Tambahkan air sementara
3. Tutup radiator dan bawa ke bengkel"
Car,Mitsubishi,2009,189800,Ban bocor,Medium,Tire Service,423958,"1. Pinggirkan kendaraan
2. Gunakan ban serep
3. Bawa ke tukang tambal ban"
Motorcycle,Suzuki,2021,16819,Stir berat,Medium,Power Steering Repair,526015,"1. Periksa oli power steering
2. Hindari manuver tajam
3. Segera periksa ke bengkel"
Motorcycle,Suzuki,2016,139994,Suspensi keras,High,Suspension Repair,750080,"1. Hindari jalan rusak
2. Kurangi kecepatan
3. Periksa shockbreaker"
Car,Mitsubishi,2009,36569,Kopling slip,High,Transmission Repair,862938,"1. Hindari perpindahan gigi mendadak
2. Kurangi beban kendaraan
3. Bawa ke bengkel"
Car,Mitsubishi,2021,175593,Baterai soak,Low,Battery Replacement,152802,"1. Gunakan jumper kabel
2. Nyalakan kendaraan
3. Isi ulang atau ganti baterai"
Car,Toyota,2011,11034,Kopling slip,Medium,Transmission Repair,331615,"1. Hindari perpindahan gigi mendadak
2. Kurangi beban kendaraan
3. Bawa ke bengkel"
Motorcycle,Yamaha,2005,108068,Ban bocor,Low,Tire Service,217803,"1. Pinggirkan kendaraan
2. Gunakan ban serep
3. Bawa ke tukang tambal ban"
Motorcycle,Yamaha,2007,98997,Mesin overheat,Low,Engine Repair,104069,"1. Matikan mesin
2. Tunggu mesin dingin
3. Periksa air radiator"
Motorcycle,Honda,2010,130090,Gigi transmisi macet,Medium,Transmission Repair,461068,"1. Matikan mesin
2. Coba ganti gigi secara manual
3. Bawa ke bengkel transmisi"
Car,Mitsubishi,2019,90677,Gigi transmisi macet,Medium,Transmission Repair,549670,"1. Matikan mesin
2. Coba ganti gigi secara manual
3. Bawa ke bengkel transmisi"
Motorcycle,Yamaha,2005,154153,Gigi transmisi macet,Low,Transmission Repair,203372,"1. Matikan mesin
2. Coba ganti gigi secara manual
3. Bawa ke bengkel transmisi"
Motorcycle,Honda,2005,31470,Suspensi keras,Low,Suspension Repair,199111,"1. Hindari jalan rusak
2. Kurangi kecepatan
3. Periksa shockbreaker"
Motorcycle,Suzuki,2016,60503,Ban bocor,Medium,Tire Service,547781,"1. Pinggirkan kendaraan
2. Gunakan ban serep
3. Bawa ke tukang tambal ban"
Motorcycle,Honda,2015,126773,AC tidak dingin,Medium,AC Repair,332626,"1. Matikan AC
2. Cek freon
3. Bawa ke bengkel AC terdekat"
Car,Daihatsu,2011,92648,Suspensi keras,Medium,Suspension Repair,517922,"1. Hindari jalan rusak
2. Kurangi kecepatan
3. Periksa shockbreaker"
Motorcycle,Yamaha,2015,8364,Ban bocor,Low,Tire Service,192289,"1. Pinggirkan kendaraan
2. Gunakan ban serep
3. Bawa ke tukang tambal ban"
Car,Toyota,2010,196210,Suspensi keras,Low,Suspension Repair,237624,"1. Hindari jalan rusak
2. Kurangi kecepatan
3. Periksa shockbreaker"
Car,Mitsubishi,2021,134827,Radiator bocor,Low,Cooling System Repair,278005,"1. Matikan mesin
2. Tambahkan air sementara
3. Tutup radiator dan bawa ke bengkel"
Motorcycle,Honda,2023,8315,Gigi transmisi macet,Low,Transmission Repair,147032,"1. Matikan mesin
2. Coba ganti gigi secara manual
3. Bawa ke bengkel transmisi"
Motorcycle,Yamaha,2009,98710,Lampu mati,High,Electrical Repair,641201,"1. Periksa saklar lampu
2. Ganti bohlam jika perlu
3. Bawa ke bengkel listrik"
Motorcycle,Yamaha,2008,59571,Radiator bocor,Medium,Cooling System Repair,364514,"1. Matikan mesin
2. Tambahkan air sementara
3. Tutup radiator dan bawa ke bengkel"
Motorcycle,Suzuki,2016,66211,Oli bocor,High,Oil Change,638484,"1. Matikan mesin
2. Periksa bagian bawah kendaraan
3. Segera bawa ke bengkel"
Car,Suzuki,2005,158494,Gigi transmisi macet,Low,Transmission Repair,133151,"1. Matikan mesin
2. Coba ganti gigi secara manual
3. Bawa ke bengkel transmisi"
Car,Nissan,2014,61184,Suspensi keras,Low,Suspension Repair,147744,"1. Hindari jalan rusak
2. Kurangi kecepatan
3. Periksa shockbreaker"
Motorcycle,Kawasaki,2018,65399,Ban bocor,Low,Tire Service,131081,"1. Pinggirkan kendaraan
2. Gunakan ban serep
3. Bawa ke tukang tambal ban"
Motorcycle,Suzuki,2010,154352,Mesin overheat,Medium,Engine Repair,474224,"1. Matikan mesin
2. Tunggu mesin dingin
3. Periksa air radiator"
Motorcycle,Yamaha,2019,140684,Mesin overheat,Medium,Engine Repair,417737,"1. Matikan mesin
2. Tunggu mesin dingin
3. Periksa air radiator"
Car,Nissan,2022,100205,Stir berat,Medium,Power Steering Repair,561279,"1. Periksa oli power steering
2. Hindari manuver tajam
3. Segera periksa ke bengkel"
Car,Honda,2005,92940,Ban bocor,Low,Tire Service,110270,"1. Pinggirkan kendaraan
2. Gunakan ban serep
3. Bawa ke tukang tambal ban"
Car,Mitsubishi,2007,81358,Oli bocor,Medium,Oil Change,330732,"1. Matikan mesin
2. Periksa bagian bawah kendaraan
3. Segera bawa ke bengkel"
Car,Honda,2014,8623,Stir berat,Medium,Power Steering Repair,563174,"1. Periksa oli power steering
2. Hindari manuver tajam
3. Segera periksa ke bengkel"
Car,Mitsubishi,2009,167824,Suspensi keras,High,Suspension Repair,814461,"1. Hindari jalan rusak
2. Kurangi kecepatan
3. Periksa shockbreaker"
Motorcycle,Honda,2015,36195,Radiator bocor,High,Cooling System Repair,855944,"1. Matikan mesin
2. Tambahkan air sementara
3. Tutup radiator dan bawa ke bengkel"
Motorcycle,Yamaha,2020,86962,Baterai soak,Medium,Battery Replacement,532688,"1. Gunakan jumper kabel
2. Nyalakan kendaraan
3. Isi ulang atau ganti baterai"
Car,Daihatsu,2020,123461,Mesin overheat,Medium,Engine Repair,440097,"1. Matikan mesin
2. Tunggu mesin dingin
3. Periksa air radiator"
Motorcycle,Yamaha,2019,110950,Gigi transmisi macet,Low,Transmission Repair,245982,"1. Matikan mesin
2. Coba ganti gigi secara manual
3. Bawa ke bengkel transmisi"
Motorcycle,Kawasaki,2012,141396,Suspensi keras,Low,Suspension Repair,280585,"1. Hindari jalan rusak
2. Kurangi kecepatan
3. Periksa shockbreaker"
Car,Toyota,2022,168490,Ban bocor,Low,Tire Service,202350,"1. Pinggirkan kendaraan
2. Gunakan ban serep
3. Bawa ke tukang tambal ban"
Motorcycle,Suzuki,2005,162390,Radiator bocor,High,Cooling System Repair,907272,"1. Matikan mesin
2. Tambahkan air sementara
3. Tutup radiator dan bawa ke bengkel"
Motorcycle,Honda,2021,166393,Baterai soak,Medium,Battery Replacement,303704,"1. Gunakan jumper kabel
2. Nyalakan kendaraan
3. Isi ulang atau ganti baterai"
Car,Suzuki,2010,109881,Service rutin,High,General Checkup,948615,"1. Catat keluhan
2. Buat janji servis
3. Datang ke bengkel resmi"
Car,Mitsubishi,2015,156367,Oli bocor,Medium,Oil Change,426061,"1. Matikan mesin
2. Periksa bagian bawah kendaraan
3. Segera bawa ke bengkel"
Motorcycle,Kawasaki,2022,14063,Kopling slip,Medium,Transmission Repair,326512,"1. Hindari perpindahan gigi mendadak
2. Kurangi beban kendaraan
3. Bawa ke bengkel"
Motorcycle,Yamaha,2008,89371,Rem bunyi,Low,Brake Service,281225,"1. Kurangi kecepatan
2. Hindari pengereman mendadak
3. Periksa kampas rem"
Car,Suzuki,2012,184516,Starter tidak berfungsi,Low,Electrical Repair,232843,"1. Periksa aki
2. Coba nyalakan ulang
3. Panggil teknisi"
Motorcycle,Kawasaki,2019,24802,Suspensi keras,Medium,Suspension Repair,364320,"1. Hindari jalan rusak
2. Kurangi kecepatan
3. Periksa shockbreaker"
Motorcycle,Yamaha,2008,198530,Lampu mati,Medium,Electrical Repair,411600,"1. Periksa saklar lampu
2. Ganti bohlam jika perlu
3. Bawa ke bengkel listrik"
Car,Toyota,2007,61953,Baterai soak,Low,Battery Replacement,140710,"1. Gunakan jumper kabel
2. Nyalakan kendaraan
3. Isi ulang atau ganti baterai"
Motorcycle,Yamaha,2014,152744,Oli bocor,Medium,Oil Change,429011,"1. Matikan mesin
2. Periksa bagian bawah kendaraan
3. Segera bawa ke bengkel"
Car,Nissan,2006,197644,Lampu mati,Low,Electrical Repair,176703,"1. Periksa saklar lampu
2. Ganti bohlam jika perlu
3. Bawa ke bengkel listrik"
Motorcycle,Honda,2017,53848,Stir berat,Low,Power Steering Repair,278861,"1. Periksa oli power steering
2. Hindari manuver tajam
3. Segera periksa ke bengkel"
Car,Honda,2016,77808,Radiator bocor,Medium,Cooling System Repair,302777,"1. Matikan mesin
2. Tambahkan air sementara
3. Tutup radiator dan bawa ke bengkel"
Motorcycle,Kawasaki,2006,79655,Gigi transmisi macet,Medium,Transmission Repair,302864,"1. Matikan mesin
2. Coba ganti gigi secara manual
3. Bawa ke bengkel transmisi"
Motorcycle,Honda,2015,121811,Suspensi keras,Medium,Suspension Repair,489967,"1. Hindari jalan rusak
2. Kurangi kecepatan
3. Periksa shockbreaker"
Motorcycle,Yamaha,2013,133811,Suspensi keras,Medium,Suspension Repair,535970,"1. Hindari jalan rusak
2. Kurangi kecepatan
3. Periksa shockbreaker"
Car,Mitsubishi,2012,145824,Suspensi keras,High,Suspension Repair,605321,"1. Hindari jalan rusak
2. Kurangi kecepatan
3. Periksa shockbreaker"
Motorcycle,Honda,2009,21414,Ban bocor,Medium,Tire Service,372251,"1. Pinggirkan kendaraan
2. Gunakan ban serep
3. Bawa ke tukang tambal ban"
Car,Suzuki,2009,158171,AC tidak dingin,High,AC Repair,792571,"1. Matikan AC
2. Cek freon
3. Bawa ke bengkel AC terdekat"
Motorcycle,Yamaha,2005,154952,Ban bocor,High,Tire Service,692773,"1. Pinggirkan kendaraan
2. Gunakan ban serep
3. Bawa ke tukang tambal ban"
Car,Suzuki,2005,9490,AC tidak dingin,Low,AC Repair,273306,"1. Matikan AC
2. Cek freon
3. Bawa ke bengkel AC terdekat"
Car,Daihatsu,2013,138420,Ban bocor,Low,Tire Service,187409,"1. Pinggirkan kendaraan
2. Gunakan ban serep
3. Bawa ke tukang tambal ban"
Car,Suzuki,2006,5623,Ban bocor,High,Tire Service,875568,"1. Pinggirkan kendaraan
2. Gunakan ban serep
3. Bawa ke tukang tambal ban"
Motorcycle,Kawasaki,2018,137364,Radiator bocor,Medium,Cooling System Repair,554072,"1. Matikan mesin
2. Tambahkan air sementara
3. Tutup radiator dan bawa ke bengkel"
Motorcycle,Kawasaki,2023,147422,Ban bocor,Low,Tire Service,198919,"1. Pinggirkan kendaraan
2. Gunakan ban serep
3. Bawa ke tukang tambal ban"
Car,Nissan,2009,40365,Starter tidak berfungsi,Medium,Electrical Repair,436075,"1. Periksa aki
2. Coba nyalakan ulang
3. Panggil teknisi"
Motorcycle,Kawasaki,2017,66746,Oli bocor,Medium,Oil Change,307059,"1. Matikan mesin
2. Periksa bagian bawah kendaraan
3. Segera bawa ke bengkel"
Car,Mitsubishi,2017,121304,Radiator bocor,High,Cooling System Repair,897145,"1. Matikan mesin
2. Tambahkan air sementara
3. Tutup radiator dan bawa ke bengkel"
Motorcycle,Honda,2018,177685,Starter tidak berfungsi,Low,Electrical Repair,143771,"1. Periksa aki
2. Coba nyalakan ulang
3. Panggil teknisi"
Motorcycle,Suzuki,2008,165924,Rem bunyi,High,Brake Service,721578,"1. Kurangi kecepatan
2. Hindari pengereman mendadak
3. Periksa kampas rem"
Car,Suzuki,2015,90719,Radiator bocor,Low,Cooling System Repair,156000,"1. Matikan mesin
2. Tambahkan air sementara
3. Tutup radiator dan bawa ke bengkel"
Motorcycle,Kawasaki,2021,108967,AC tidak dingin,Low,AC Repair,195442,"1. Matikan AC
2. Cek freon
3. Bawa ke bengkel AC terdekat"
Motorcycle,Suzuki,2009,18887,Gigi transmisi macet,Low,Transmission Repair,198087,"1. Matikan mesin
2. Coba ganti gigi secara manual
3. Bawa ke bengkel transmisi"
Car,Daihatsu,2006,13160,Suspensi keras,Medium,Suspension Repair,397528,"1. Hindari jalan rusak
2. Kurangi kecepatan
3. Periksa shockbreaker"
Car,Honda,2011,30628,Stir berat,Medium,Power Steering Repair,327241,"1. Periksa oli power steering
2. Hindari manuver tajam
3. Segera periksa ke bengkel"
Car,Honda,2021,31888,Oli bocor,High,Oil Change,859042,"1. Matikan mesin
2. Periksa bagian bawah kendaraan
3. Segera bawa ke bengkel"
Motorcycle,Yamaha,2008,36104,Starter tidak berfungsi,Low,Electrical Repair,271717,"1. Periksa aki
2. Coba nyalakan ulang
3. Panggil teknisi"
Car,Mitsubishi,2011,123733,Gigi transmisi macet,High,Transmission Repair,762714,"1. Matikan mesin
2. Coba ganti gigi secara manual
3. Bawa ke bengkel transmisi"
Motorcycle,Honda,2006,119201,Starter tidak berfungsi,Low,Electrical Repair,192519,"1. Periksa aki
2. Coba nyalakan ulang
3. Panggil teknisi"
Car,Toyota,2021,29740,Gigi transmisi macet,Medium,Transmission Repair,590316,"1. Matikan mesin
2. Coba ganti gigi secara manual
3. Bawa ke bengkel transmisi"
